"";"Start";"End";"Summary";"Description";"Year";"Month";"Hours";"Pedagogical.Activity"
"203";2018-10-25 13:30:00;2018-10-25 17:00:00;"iuvtt - ue 902 atelier ";NA;"2018";"Oct";3.5;"IUVTT"
"204";2018-10-25 09:00:00;2018-10-25 12:30:00;"iuvtt";NA;"2018";"Oct";3.5;"IUVTT"
"205";2018-10-25 08:30:00;2018-10-25 10:00:00;"rdv projet 1ai internet de l'energy";NA;"2018";"Oct";1.5;"ENSGSI"
"206";2018-10-24 13:30:00;2018-10-24 17:00:00;"iuvtt - ue 902 atelier";NA;"2018";"Oct";3.5;"IUVTT"
"207";2018-10-24 09:00:00;2018-10-24 12:30:00;"iuvtt - ue 902 atelier";NA;"2018";"Oct";3.5;"IUVTT"
"208";2018-10-23 13:30:00;2018-10-23 17:30:00;"module optionnel open inno";"envion 20 étudiants + jury 
max 30 personnes
anciens gsi (déborah watt + florien antoine) + grand e. nov + rte + brunelle + moi";"2018";"Oct";4;""
"209";2018-10-23 11:00:00;2018-10-23 12:00:00;"installation open inovation";NA;"2018";"Oct";1;""
"210";2018-10-22 13:30:00;2018-10-22 17:00:00;"iuvtt - ue 902 atelier";NA;"2018";"Oct";3.5;"IUVTT"
"211";2018-10-22 09:00:00;2018-10-22 12:30:00;"iuvtt - ue 902 atelier";NA;"2018";"Oct";3.5;"IUVTT"
"212";2018-10-19 10:00:00;2018-10-19 11:00:00;"project acibac-noremat";"le date est : le vendredi 19 /10/2018 , de 10 h à 11 h, à la réunion nous serons 6 personnes. 

le projet est en cours de développement avec la société noremat, le professeur mauricio camargo, le groupe projet de l'ensgsi de 2ai qui va travailler sur le sujet actibac , le directeur de la société et moi-même. 

nous besoin de un table et vidéo projecteur svp. 

je vous remercie à l'avance pour votre collaboration, si vous avez des questions, je serai toujours prête à y répondre. 

je vous souhaite une bonne journée. 

sandra bautista 
";"2018";"Oct";1;"ENSGSI"
"213";2018-10-19 09:00:00;2018-10-19 11:00:00;"michel fick (vp partenariat) + audrey raguet (dir. partenariat)";"ld + 2 autres personnes 
parler notamment d'osez innovation";"2018";"Oct";2;""
"214";2018-10-17 02:00:00;2018-10-18 02:00:00;"présence gd";NA;"2018";"Oct";24;""
"215";2018-10-16 15:00:00;2018-10-16 17:00:00;"2ap goodies";NA;"2018";"Oct";2;""
"216";2018-10-15 13:30:00;2018-10-15 17:30:00;"réunion erpi suiip";"15 personnes 
";"2018";"Oct";4;""
"217";2018-10-12 09:00:00;2018-10-12 12:00:00;"2ap goodies";"bonjour 

bonne rentrée 

ci-joint le planning des 2 ap pour la production des goodies 

nous aurions besoin de la salle b5 de 8h15 à 11h45 et du fablab de 9h à 12h 

les 21 et 28/09 et les 05 et 12/10 

bonne journée 

alaa et patrick 
";"2018";"Oct";3;""
"218";2018-10-11 08:30:00;2018-10-11 12:00:00;"master idea smart ruralité";NA;"2018";"Oct";3.5;""
"219";2018-10-08 15:30:00;2018-10-08 16:00:00;"decoupe laser (etienne landon)";NA;"2018";"Oct";0.5;""
"220";2018-10-08 14:00:00;2018-10-08 15:00:00;"visite valentin picard";NA;"2018";"Oct";1;""
"221";2018-10-05 14:30:00;2018-10-05 17:00:00;"aui restitution collective";"""atelier d'innovation iuvtt, restitution en intelligence collective 
sous la direction de claudine guidat, 4 îlots et vidéoprojection, 30 étudiants"" 
";"2018";"Oct";2.5;"IUVTT"
"222";2018-10-05 09:00:00;2018-10-05 12:00:00;"2ap goodies";"bonjour 

bonne rentrée 

ci-joint le planning des 2 ap pour la production des goodies 

nous aurions besoin de la salle b5 de 8h15 à 11h45 et du fablab de 9h à 12h 

les 21 et 28/09 et les 05 et 12/10 

bonne journée 

alaa et patrick 
";"2018";"Oct";3;""
"223";2018-10-04 08:30:00;2018-10-04 16:30:00;"séminaire edf - direction operationnelle service et territoire";"a priori les 13 personnes de l'équipe de direction d'un service de 80 personnes (fusion de service)
une séance de créativité à prévoir + conception d'un logo ou identité commune pour tout le monde)
";"2018";"Oct";8;""
"224";2018-10-03 16:00:00;2018-10-03 16:30:00;"visite frédéric bauche";NA;"2018";"Oct";0.5;""
"225";2018-10-03 10:00:00;2018-10-03 12:00:00;"debriefing aiu équipe pédagogique";"contexte : ""debriefing aiu équipe pédagogique"" 
5 personnes pour une réunion 
";"2018";"Oct";2;"Ingexys P1"
"226";2018-10-03 02:00:00;2018-10-04 02:00:00;"présence gd au lf2l";NA;"2018";"Oct";24;""
"227";2018-09-28 14:30:00;2018-09-28 16:30:00;"intervention bacs plantes";NA;"2018";"Sep";2;""
"228";2018-09-28 09:00:00;2018-09-28 12:00:00;"2ap goodies";"bonjour 

bonne rentrée 

ci-joint le planning des 2 ap pour la production des goodies 

nous aurions besoin de la salle b5 de 8h15 à 11h45 et du fablab de 9h à 12h 

les 21 et 28/09 et les 05 et 12/10 

bonne journée 

alaa et patrick 
";"2018";"Sep";3;""
"229";2018-09-28 09:00:00;2018-09-28 11:00:00;"rdv it devis internet de l'energie";"précision 
-serveur 2k 
-vidéo projecteur ""mobile"" 
-uc écran tactile 

";"2018";"Sep";2;""
"230";2018-09-27 08:30:00;2018-09-27 13:00:00;"ingexys p1";NA;"2018";"Sep";4.5;""
"231";2018-09-26 13:30:00;2018-09-26 17:30:00;"ingexys p1";NA;"2018";"Sep";4;""
"232";2018-09-26 10:30:00;2018-09-26 12:00:00;"visite lf2l via marie-reine";"visite de la plateforme par anne gesler accueilli par marie reine boudarel. ";"2018";"Sep";1.5;""
"233";2018-09-26 09:00:00;2018-09-26 10:30:00;"holoprest";NA;"2018";"Sep";1.5;""
"234";2018-09-25 08:30:00;2018-09-25 13:00:00;"ingexys p1";NA;"2018";"Sep";4.5;""
"235";2018-09-24 08:30:00;2018-09-24 17:30:00;"ingexys p1";NA;"2018";"Sep";9;""
"236";2018-09-21 09:00:00;2018-09-21 12:00:00;"2ap goodies";"bonjour 

bonne rentrée 

ci-joint le planning des 2 ap pour la production des goodies 

nous aurions besoin de la salle b5 de 8h15 à 11h45 et du fablab de 9h à 12h 

les 21 et 28/09 et les 05 et 12/10 

bonne journée 

alaa et patrick 
";"2018";"Sep";3;""
"237";2018-09-21 08:30:00;2018-09-21 09:30:00;"florian fontanez - simulafoot + lisa mougenot (il)";"bonjour me morel, m. dupont

je vous contacte en tant qu'ancienne étudiante gsi et chargée de mission à l'incubateur lorrain, je travaille avec florian fontanez, un étudiant-entrepreneur dont le projet est incubé à l'il et porte sur un plateau de jeu de simulation de football. florian est étudiant à polytech nancy et a déjà un premier prototype qui a été réalisé dans les locaux de polytech, mais il souhaiterait monter en puissance et concevoir d'autres versions de son prototype. serait il possible de convenir d'un rendez-vous pour échanger sur le projet et voir s'il serait pertinent et possible de mettre en place un partenariat entre florian et le lf2l ? 
nous sommes disponibles le mardi 11 septembre ou mercredi 13 après-midi, vendredi 14 matin, ou la semaine suivante jeudi 20 après-midi ou vendredi 21 matin, si l'un de ces créneaux vous convient. 

en vous souhaitant une bonne fin de journée, 

bien cordialement, 

-- 
lisa mougenot
chargée de mission
incubateur lorrain

2 avenue de la forêt de haye
54500 vandœuvre-lès-nancy
tél : 0372747420";"2018";"Sep";1;""
"238";2018-09-20 08:00:00;2018-09-20 10:30:00;"dej chargé de com de l'ul";"réunion du réseau de com de l'ul 

environ 30 personnes 

le traiteur vient livrer le petit déj à 8h dans vos locaux (je ferai en sorte d'être là pour l'accueillir, est-ce qu'il y aura déjà qq'un chez vous pour ouvrir?)

on commence la partie ""discours"" qui va durer 15-20 min maxi vers 9h puis on prévoit ensuite 1h au fablivinglab (présentation - ateliers). l'idée est que tout le monde soit reparti à 10h30.

est-ce que c'est ok pour vous?";"2018";"Sep";2.5;""
"239";2018-09-19 13:30:00;2018-09-19 15:30:00;"noremat";"petite réunion dans la travée matérialisation entre mauricio et monsieur bachmann. 
";"2018";"Sep";2;"ENSGSI"
"240";2018-09-19 09:00:00;2018-09-19 17:30:00;"ingexys p1";NA;"2018";"Sep";8.5;""
"241";2018-09-18 14:00:00;2018-09-18 17:30:00;"mauricio";"
";"2018";"Sep";3.5;""
"242";2018-09-17 09:00:00;2018-09-17 12:30:00;"atelier tiga axe 7";"6 personnes + 
laure + barthélémy + manon 
un vidéoproj + un tableau pour écrire. 
";"2018";"Sep";3.5;""
"243";2018-09-14 13:30:00;2018-09-14 14:30:00;"visite industriels";NA;"2018";"Sep";1;""
"244";2018-09-14 11:00:00;2018-09-14 12:30:00;"visite bouygues construction";"avec mathieu fioranni + noëlie lopes (ex  resp. living lab) 
=> quelles collaborations?";"2018";"Sep";1.5;""
"245";2018-09-14 09:00:00;2018-09-14 17:30:00;"ingexys p1";"élève en autonomie annulé";"2018";"Sep";8.5;""
"246";2018-09-12 13:30:00;2018-09-12 14:30:00;"visite industriels";NA;"2018";"Sep";1;""
"247";2018-09-12 09:00:00;2018-09-12 17:30:00;"ingexys p1 (sous reserve)";NA;"2018";"Sep";8.5;""
"248";2018-09-11 11:30:00;2018-09-11 12:15:00;"visite industriels";NA;"2018";"Sep";0.75;""
"249";2018-09-11 09:00:00;2018-09-11 17:30:00;"ingexys p1";NA;"2018";"Sep";8.5;""
"250";2018-09-10 13:30:00;2018-09-10 14:30:00;"visite industriels";NA;"2018";"Sep";1;""
"251";2018-09-10 09:00:00;2018-09-10 17:30:00;"ingexys p1";NA;"2018";"Sep";8.5;""
"252";2018-09-07 09:00:00;2018-09-07 17:00:00;"ingexys p1";NA;"2018";"Sep";8;""
"253";2018-08-31 14:00:00;2018-08-31 17:00:00;"networking unistra";"suite à fab14 edu, 

étude de mise en réseau entre ul et unistra. 



information disponible concernant unistra. 

[ https://www.unistra.fr/index.php?id=accueil | lien site web ] 


mail de présentation reçu il y à quelques temps. 




bonjour, 

comme nous en avions discuté lors du skype de mercredi, voici un résumé du réseau fab lab unistra (université de strasbourg): 


a l’unistra depuis plusieurs années, se trouvent plusieurs structures de type fab lab ouvertes aux étudiants de celles-ci, durant leur cursus scolaire. 

étant moi-même maker dans le biohacking, ma volonté était de donner accès à des porteurs d’idées technologiques, aux équipements de l’université dans ces différents fab lab, mais aussi aux plateformes des instituts de recherche. 

pour cela, avec le pôle pépite etena (entrepreneuriat étudiant alsace), nous travaillons depuis octobre 2017 sur un statut accessible aux étudiants dans leur cursus, et aux non-étudiants grâce à un du. ce statut permettait déjà d’avoir des formations pour la création d’entreprise et un coaching pour le développement du projet. désormais, nous y ajoutons un accès à des espaces de coworking et aux fab lab unistra. 

la volonté de l’université est ici d’encourager les porteurs d’idée, en leur donnant tout le nécessaire pour conceptualiser leurs réflexions. 

cet accès est volontairement soumis à une sélection des porteurs de projet, car certains équipements technologiques sont pointus et nécessitent des connaissances particulières pour leur utilisation. nous proposons des formations pour certains matériels et logiciels, mais pour d’autre, des connaissances basiques du domaine sont nécessaires. exemple : utilisation d’une machine à pcr (polymerase chain reaction). 

ainsi, le réseau est constitué d’équipements comprenant un laboratoire de biologie moléculaire, cellulaire et végétale ; un espace électronique et impression 3d ; un espace travail du bois et du métal ; et un espace chimie organique et inorganique. a ces espaces, s’ajoutent un grand espace de coworking en construction, et d’autres dans les fab lab. 

aujourd’hui, nous accueillons 7 premiers porteurs de projet. chacun travaille seul ou en équipe sur son projet et possède le statut délivré par le pôle pépite. grâce à ce dispositif, ils sont connectés à l’écosystème de l’innovation et sont au courant de tout concours et opportunités pour développer leur projet. aucun autre dispositif aujourd’hui ne peut leur proposer d’accéder à des espaces de prototypage spécialisés dans de telles conditions. 

voilà le site web regroupant les informations : [ http://entreprises.unistra.fr/innover/creer-son-entreprise/ | http://entreprises.unistra.fr/innover/creer-son-entreprise/ ] 

ce réseau étant encore en construction, beaucoup de choses sont amenées à évoluer dans les mois à venir. 

n'hésitez pas si vous avez des questions, 

bien à vous, 
ghislain auclair 
";"2018";"Aug";3;""
"254";2018-08-31 09:30:00;2018-08-31 12:00:00;"chaire ic - clo et marie-reine";"3 personnes (un coin d'espace)";"2018";"Aug";2.5;""
"255";2018-08-28 14:00:00;2018-08-28 17:00:00;"rencontre grand e-nov";"
bonjour à tous, 

tout d’abord merci pour ce bel évènement et pour les nombreux échanges bilatéraux que j’ai pu avoir avec chacun de vous au sujet des partenariats potentiels entre gtrandenov et l’ensgsi / erpi / innovation way. 
les pistes collaborations potentielles sont nombreuses autour de 5 sujets que nous avions identifiés lors de la rencontre avec arnaud et sylvain il y a quelques semaines : 

    1. participation au comité d’organisation du 360 des possibles 
    2. développement de co-formation 
    3. co-intervention en conseil 
    4. recours aux produits du type 48h pour faire vivre des idées, 72h agiles, projet étudiants … 
    5. montage de programme de recherche conjoints / réponses à projet européens. 

au-delà de ce cadre générique, il me semble désormais nécessaire d’avancer de manière pragmatique en procédant par phase. 
dans un premier temps, il me semble opportun d’organiser un rdv avec amélie (respo relation indus de l’école), mauricio (à la manœuvre sur les programmes européens pour erpi) et moi pour : 

    * lister de manière précise les produits et savoir faire de nos structures qui pourraient intéresser la branche management de l’innovation de grandenov et qui pourraient être utilisé à court / moyen et long terme. 
    * vous présenter les projets européens que nous avons déposé récemment avec des structures similaires à grandenov (en allemagne notamment) et évaluer notre intérêt mutuel à envisager des programmes de ce type ensemble. 

dans un second temps, en fonction de ces intérêts confirmés de part et d’autres, je pense que nous pourrons réfléchir à la forme du partenariat (doit-il/ peut-il se faire avec l’ul ? avec innovation innovation way ? selon quelles modalités, etc.) 
si cela vous convient, je vous propose de caler le premier rdv d’ici au 26 juillet, en fonction des disponibilités des personnes que vous jugerez utile de mobiliser pour la première phase. 
au plaisir de vous lire, 
bien cordialement, 
johan 
";"2018";"Aug";3;""
"256";2018-08-28 09:00:00;2018-08-28 11:00:00;"société noremat";"réservation espace de travail collaboratif au lf2l: 

    * le mard i 28/08/2018 , de 9 h à 11 h 
    * 4 personnes 

le projet est en cours de développement avec la société noremat, le professeur mauricio camargo, un étudiant du master, le directeur de la société et moi-même 
";"2018";"Aug";2;"ENSGSI"
"257";2018-08-27 13:30:00;2018-08-27 17:00:00;"tests giang";"deux portables hp + video projecteur (9 personnes) 
";"2018";"Aug";3.5;""
"258";2018-08-24 14:00:00;2018-08-24 15:30:00;"visite google";"
";"2018";"Aug";1.5;""
"259";2018-07-26 09:00:00;2018-07-26 10:30:00;"réunion / visitie romain pierronet (adj. maire nancy au numérique)";NA;"2018";"Jul";1.5;""
"260";2018-07-26 09:00:00;2018-07-26 12:00:00;"ménage inventaire";"
";"2018";"Jul";3;""
"261";2018-07-24 14:00:00;2018-07-24 16:00:00;"rdv satt";"
bonjour monsieur boudaoud, 
je suis nicolas quéromès de la satt grand est et j’ai eu votre contact par l’intermédiaire de pascal gentil (satt grand est) et de sylvain lefebvre du loria. 
je travaille actuellement sur un projet de pile à combustible pour le laboratoire lemta et dans ce projet je cherche à déposer sur des plaques en graphite ou en aluminium un matériau servant de joint d’étanchéité pour une application pile à combustible. 
j’ai donc pensé à la fabrication additive. 
";"2018";"Jul";2;""
"262";2018-07-23 09:00:00;2018-07-23 12:30:00;"réunion de fin d'année lf2l";"mise au point de fin d'année et préparation 2018/2019 

p1 internet ""des"" énergies 
p2 
";"2018";"Jul";3.5;""
"263";2018-07-18 09:00:00;2018-07-18 12:00:00;"cerema";NA;"2018";"Jul";3;""
"264";2018-07-17 15:00:00;2018-07-17 16:45:00;"marie-reine et clo";"3 personnes (un coin d'espace)";"2018";"Jul";1.75;""
"265";2018-07-16 02:00:00;2018-07-21 02:00:00;"fab14 toulouse";"alaa, hakim, fabio";"2018";"Jul";120;""
"266";2018-07-13 02:00:00;2018-07-15 02:00:00;"fab14 edu fabio / benjamin";NA;"2018";"Jul";48;""
"267";2018-07-12 14:00:00;2018-07-12 15:00:00;"visite harmoni mutuelle";"visite de la plateforme par le responsable innovation de harmonie mutuelle encadré par johan claire. 
";"2018";"Jul";1;""
"268";2018-07-12 13:30:00;2018-07-12 16:00:00;"réunion claudine";NA;"2018";"Jul";2.5;""
"269";2018-07-12 09:00:00;2018-07-12 11:00:00;"rdv achat lrgp imp3d";NA;"2018";"Jul";2;""
"270";2018-07-11 13:30:00;2018-07-11 15:30:00;"réunion laure + véronique chloup (visite + réunion)";NA;"2018";"Jul";2;""
"271";2018-07-11 09:00:00;2018-07-11 12:00:00;"atelier tiga";"
";"2018";"Jul";3;""
"272";2018-07-11 02:00:00;2018-07-12 02:00:00;"présence gd au lf2l";NA;"2018";"Jul";24;""
"273";2018-07-09 09:00:00;2018-07-09 17:00:00;"projet école de chirurgie";"impression de deux mandibule en pla 
";"2018";"Jul";8;""
"274";2018-07-06 13:30:00;2018-07-06 17:00:00;"dhda - axe 8 atelier des pilotes";NA;"2018";"Jul";3.5;""
"275";2018-07-05 13:30:00;2018-07-05 17:00:00;"préparation dhda - axe 8 atelier des pilotes (a valider)";"25 personnes en atelier";"2018";"Jul";3.5;""
"276";2018-07-05 13:30:00;2018-07-05 14:00:00;"caronet";NA;"2018";"Jul";0.5;""
"277";2018-07-05 10:00:00;2018-07-05 12:00:00;"visites collègues nancy brabois (17 pers)";"bonjour laurent, 

suite à l'oupepo fablab auquel j'avais participé en tant qu'animatrice, j'ai fait part de mon expérience à mes collègues qui seraient curieux de le visiter et éventuellement de l'utiliser dans le cadre des projets tutorés de 2é année.
nous avons l'habitude de faire une sortie en fin d'année entre collègues et je voudrais savoir s'il serait possible de nous accueillir le 5 juillet matin, soit pour une visite, soit pour expérience fablab. notre département a deux spécialités, agronomie, et industries alimentaires et biologiques, si des projets dans ce cadre ont été déjà été menés, ça pourrait intéresser les collègues. 
je me tiens à ta disposition pour en discuter, lundi aprem prochain je suis dispo, on peut s'appeler.
merci pour ta réponse, 


jennifer thiriet
enseignante en techniques d'expression
département gb2a, bureau au premier étage
tél : +33 6 72 62 73 93
jennifer.thiriet@univ-lorraine.fr

iut nancy-brabois
rue du doyen urion
cs 90137 - 54601 villers-les-nancy cedex (f)
www.iutnb.univ-lorraine.fr
";"2018";"Jul";2;""
"278";2018-07-04 10:15:00;2018-07-04 10:45:00;"dépose nomad'lab ct";"dépose du nomad'lab pour contrôle technique 


[ https://www.google.com/search?client=firefox-b-ab&q=renault+nancy+adresse&stick=h4siaaaaaaaaaopge-lwt9c3lelltjkqmteszu620s_jt04syczpgzoselnsilkliwhpof6flgaaaa&sa=x&ved=0ahukewiymskor87bahul8rqkhvnwaxkq6bmi8gewea | adresse ] : 2 avenue de la résistance, 54520 laxou 

	


	


	


	


	


	


	
[ https://www.google.com/search?client=firefox-b-ab&q=renault+nancy+t%c3%a9l%c3%a9phone&sa=x&ved=0ahukewiymskor87bahul8rqkhvnwaxkq6bmi-weweg | téléphone ] : [ https://www.google.com/search?q=garage+renault+laxou&ie=utf-8&oe=utf-8&client=firefox-b-ab# | 03 83 95 33 33 ] 
";"2018";"Jul";0.5;""
"279";2018-07-03 14:00:00;2018-07-03 16:00:00;"chaire ic - clo et marie-reine";"3 personnes (un coin d'espace)";"2018";"Jul";2;""
"280";2018-06-28 14:00:00;2018-06-28 16:00:00;"prépa dhda 8 avec atelier possibe";NA;"2018";"Jun";2;""
"281";2018-06-28 10:00:00;2018-06-28 11:45:00;"soutenance cesi";NA;"2018";"Jun";1.75;""
"282";2018-06-28 09:00:00;2018-06-28 12:00:00;"réunion bioprinting";"bonjour à tous, 

visiblement, la date du jeudi 28 juin de 09h00 à 12h00 convient à tout le monde. merci de la bloquer dans vos agendas. 

je reviendrais vers vous pour l'ordre du jour. 

cordialement, 

";"2018";"Jun";3;""
"283";2018-06-27 02:00:00;2018-06-28 02:00:00;"présence gd au lf2l";NA;"2018";"Jun";24;""
"284";2018-06-25 15:00:00;2018-06-25 16:30:00;"comité de thèse giang";NA;"2018";"Jun";1.5;""
"285";2018-06-25 09:00:00;2018-06-25 11:00:00;"gp noremat";"je voudrais vous demander votre collaboration pour réserver un espace de travail dans le lf2l. 
le date est : 

    * le lundi 25/06/2018 , de 9 h à 11 h 
    * 4 personnes 

le projet est en cours de développement avec la société noremat, le professeur mauricio camargo, un étudiant du master, le directeur de la société et moi-même 

je vous remercie à l'avance pour votre collaboration, si vous avez des questions, je serai toujours prête à y répondre. 

je vous souhaite une bonne journée. 

sandra bautista 
erpi 
";"2018";"Jun";2;"ENSGSI"
"286";2018-06-22 09:00:00;2018-06-22 12:00:00;"c3i";"dernier créneaux de ci3 
";"2018";"Jun";3;""
"287";2018-06-20 13:30:00;2018-06-20 17:30:00;"c3i";NA;"2018";"Jun";4;""
"288";2018-06-20 09:00:00;2018-06-20 12:00:00;"c3i";NA;"2018";"Jun";3;""
"289";2018-06-19 13:30:00;2018-06-19 17:00:00;"c3i";"
";"2018";"Jun";3.5;""
"290";2018-06-18 16:00:00;2018-06-18 17:30:00;"réunion c guidat + industriel";"voir avec elle pour la fermeture....";"2018";"Jun";1.5;""
"291";2018-06-18 13:30:00;2018-06-18 17:30:00;"c3i";NA;"2018";"Jun";4;""
"292";2018-06-18 09:00:00;2018-06-18 12:00:00;"c3i";NA;"2018";"Jun";3;""
"293";2018-06-15 17:00:00;2018-06-15 18:30:00;"rdv indus hakim";NA;"2018";"Jun";1.5;""
"294";2018-06-15 14:00:00;2018-06-15 15:00:00;"groupe rte pour découep laser";"validé par l. dupont";"2018";"Jun";1;""
"295";2018-06-14 09:00:00;2018-06-14 17:00:00;"rectorat workshop (activité prioritaire sur tout)";"animation laure et vincent";"2018";"Jun";8;""
"296";2018-06-14 08:15:00;2018-06-14 09:00:00;"traiteur work shop ac";NA;"2018";"Jun";0.75;""
"297";2018-06-14 02:00:00;2018-06-15 02:00:00;"arrivé ""elise sanner""";"@ benjamin, merci d’installer elise selon les besoins de son projet (en master recherche ensad / erpi) 
@ giovanny, peux-tu lui montrer les méthodologies de recherche (biblio et logiciels dédiés, etat de l’art, etc.) 
";"2018";"Jun";24;""
"298";2018-06-13 09:00:00;2018-06-13 17:00:00;"rectorat workshop (activité prioritaire sur tout)";"animation laure et vincent";"2018";"Jun";8;""
"299";2018-06-13 08:15:00;2018-06-13 09:00:00;"traiteur work shop ac";"
";"2018";"Jun";0.75;""
"300";2018-06-13 02:00:00;2018-06-14 02:00:00;"présence gd au lf2l";NA;"2018";"Jun";24;""
"301";2018-06-12 16:15:00;2018-06-12 18:30:00;"visite grandenov";"
[ http://www.grandenov.fr/ | http://www.grandenov.fr/ ] 

venu de sylvain dorschner 



bonjour sylvain, 

nous retenons le 12 juin à partir de 16h15. 
nous pouvons nous retrouver au lorraine fab living lab, boulevard d’austrasie à nancy (juste à côté de scalen, plan d’accès en pj). 

bien cordialement, 
johan 
";"2018";"Jun";2.25;""
"302";2018-06-12 14:00:00;2018-06-12 16:00:00;"visite lf2l cameroune";"2 personnes piloté par mauricio. 
";"2018";"Jun";2;""
"303";2018-06-10 02:00:00;2018-06-11 02:00:00;"créat enfant";"séance de créativité enfant 
voire laure morel et raphaël bary 
";"2018";"Jun";24;""
"304";2018-06-09 02:00:00;2018-06-10 02:00:00;"créat enfant";"séance de créativité enfant 
voire laure morel et raphaël bary 
";"2018";"Jun";24;""
"305";2018-06-08 15:00:00;2018-06-08 17:00:00;"créat enfant";"séance de créativité enfant 
voire laure morel et raphaël bary 
";"2018";"Jun";2;""
"306";2018-06-07 09:00:00;2018-06-07 12:15:00;"chaire ic avec mr et clo";NA;"2018";"Jun";3.25;""
"307";2018-06-07 09:00:00;2018-06-07 12:00:00;"gp archéologie musé";NA;"2018";"Jun";3;""
"308";2018-06-07 09:00:00;2018-06-07 12:00:00;"gp festo";"découpe laser pmma 40*9*9 cm x ? 
3 à 5 personnes 
";"2018";"Jun";3;"ENSGSI"
"309";2018-06-06 14:00:00;2018-06-06 17:00:00;"débrief la fabrique avec mathieu";"4 personnes";"2018";"Jun";3;""
"310";2018-06-06 10:30:00;2018-06-06 12:30:00;"visite harmonie mutuelle";"le groupe arrivera à 10h30 le 06 juin 2018. 
il sera composé de 16 personnes dont eric blanc-chaudier, directeur d’harmonie mutuelle nord-est. 
toutes les directions de la mutuelle seront représentées : gestion, développement, rh, communication, marketing, promotion de la santé, action sociale. 
";"2018";"Jun";2;""
"311";2018-06-06 10:00:00;2018-06-06 12:30:00;"travail étude 8 avec clo";NA;"2018";"Jun";2.5;""
"312";2018-06-05 08:30:00;2018-06-05 13:00:00;"atelier tiga (laure et manon + ign)";"10 personnes";"2018";"Jun";4.5;""
"313";2018-06-01 10:00:00;2018-06-01 12:00:00;"gp noremate";"
";"2018";"Jun";2;"ENSGSI"
"314";2018-06-01 09:00:00;2018-06-01 12:00:00;"gp r-laab";"4 à 5 personnes pour découpe laser 
";"2018";"Jun";3;""
"315";2018-06-01 09:00:00;2018-06-01 10:00:00;"visite extincteur sicli";"visite contrôle extincteur sicli 
";"2018";"Jun";1;""
"316";2018-05-31 19:00:00;2018-05-31 22:45:00;"soirée workshop academique sur la fabrication additive, site lorrain";"responsbale hakim 

nybi est invité (voir laure) 

nous sommes nombreux sur le site lorrain à travailler sur différents 
aspects de la fabrication additive. sous l'impulsion de nos 
établissements, nous avons souhaité organiser un événement qui permette 
aux différents acteurs académiques de se réunir et de présenter leurs 
activités récentes. le but est d'obtenir une vue d'ensemble de nos 
activités, et de favoriser discussions et collaborations 
pluridisciplinaires.

nous vous contactons aujourd'hui pour vous proposer d'intervenir dans 
cet événement. le format sera d'environ 15 minutes par présentation 
suivi de 5 minutes de questions. nous souhaitons privilégier les 
présentations de travaux récents, plutôt que des vues d'ensemble ; 
néanmoins quelques minutes de présentation des équipes de recherche au 
début de chaque intervention sont bienvenues ! il est aussi important 
que la présentation soit accessible aux chercheurs des autres domaines 
(workshop pluridisciplinaire).

l'événement se tiendra les 31 mai et 1er juin 2018 dans les locaux de 
l'inria nancy - grand est. la première journée (31/05), ouverte à tous, 
sera consacrée aux présentations scientifiques. la matinée du 1er juin 
sera dédiée à des échanges concernant la possibilité de nous structurer 
en réseau et d'élaborer des projets ensemble.

merci de nous confirmer par retour d'email votre participation, ainsi 
que les informations pour contacter la personne qui présentera lors de 
cette journée. une réponse rapide serait appréciée (avant le 20/04) afin 
que nous puissions annoncer l'événement rapidement.

nous nous tenons à votre disposition pour toute question.
";"2018";"May";3.75;""
"317";2018-05-31 09:00:00;2018-05-31 12:00:00;"gp archéo musé du fer";"4 pers pour laser 
";"2018";"May";3;""
"318";2018-05-30 14:00:00;2018-05-30 15:00:00;"métrage caronet";"métrage des espaces en vu du changement de prestataire. 
";"2018";"May";1;""
"319";2018-05-30 02:00:00;2018-05-31 02:00:00;"présence gd au lf2l";NA;"2018";"May";24;""
"320";2018-05-29 14:00:00;2018-05-29 17:00:00;"gp green fablab";NA;"2018";"May";3;""
"321";2018-05-29 09:00:00;2018-05-29 12:00:00;"c3i";NA;"2018";"May";3;""
"322";2018-05-28 15:30:00;2018-05-28 17:00:00;"gp marcotulio";NA;"2018";"May";1.5;""
"323";2018-05-28 09:00:00;2018-05-28 12:00:00;"c3i";NA;"2018";"May";3;""
